dia_compra;mes_compra;a�o;dia_semana;nro_ticket;filial_id;suma_total;cantidad_productos;nota;el_tiempo_de_la_atencion_fue_agil_y_rapido;atencion_amable;el_local_se_encontraba__limpio_y_ordenado;pto_contacto;nivel_2;dia_respuesta;genero;rango_edad;region;segmento_actividad;medio_de_pago;vend_id;Random
23-06-2021;6;2021;Miercoles;ab1d7725;374;4902;3;10;10;10;10;Local 374;Locales;24-06-2021;Masculino;De 46 a 60 años;IX La Araucanía;Activo;Debito;7639;32825
02-06-2021;6;2021;Miercoles;ab1d7726;33;18524;1;10;10;10;10;Local 33;Locales;06-06-2021;Femenino;De 60 años y más;V Valparaíso;Activo;Debito;6338;32996
29-06-2021;6;2021;Martes;ab1d7727;583;22013;2;10;10;10;10;Local 583;Locales;30-06-2021;Femenino;De 18 a 25 años;VIII Biobío;Activo;Debito;22916;32999
28-06-2021;6;2021;Lunes;ab1d7728;112;20350;9;9;8;10;9;Local 112;Locales;03-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;23079;33031
03-06-2021;6;2021;jueves;ab1d7729;570;116497;3;10;10;10;10;Local 570;Locales;04-06-2021;Femenino;De 60 años y más;VIII Biobío;Activo;Credito;9754;33058
23-06-2021;6;2021;Miercoles;ab1d7730;367;18659;4;5;0;0;1;Local 367;Locales;24-06-2021;Femenino;De 18 a 25 años;X Los Lagos;Activo;Debito;21271;33089
04-06-2021;6;2021;Viernes;ab1d7731;138;4999;1;4;0;8;7;Local 138;Locales;05-06-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;21307;33100
10-06-2021;6;2021;jueves;ab1d7732;146;15374;1;5;4;10;10;Local 146;Locales;12-06-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;10186;33129
19-06-2021;6;2021;Sabado;ab1d7733;50;48306;4;9;8;7;8;Local 50;Locales;22-06-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Excedente;23445;33140
05-06-2021;6;2021;Sabado;ab1d7734;479;14518;2;10;10;10;10;Local 479;Locales;06-06-2021;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;21194;33170
07-06-2021;6;2021;Lunes;ab1d7735;146;8529;2;10;10;10;10;Local 146;Locales;08-06-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Efectivo;9966;33186
05-06-2021;6;2021;Sabado;ab1d7736;484;4638;2;10;10;10;10;Local 484;Locales;06-06-2021;Masculino;De 46 a 60 años;VIII Biobío;Fugado;Debito;12765;33195
12-06-2021;6;2021;Sabado;ab1d7737;595;49250;4;10;10;10;10;Local 595;Locales;16-06-2021;Femenino;De 36 a 45 años;V Valparaíso;Activo;Excedente;8586;33296
16-06-2021;6;2021;Miercoles;ab1d7738;443;2950;2;9;9;9;8;Local 443;Locales;17-06-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;8915;33374
02-06-2021;6;2021;Miercoles;ab1d7739;319;28099;5;10;10;;10;ret_Local;Retiro en Tienda;03-06-2021;Femenino;De 18 a 25 años;IX La Araucanía;Activo;Credito;4052;33376
02-06-2021;6;2021;Miercoles;ab1d7740;405;2989;2;5;6;7;9;Local 405;Locales;07-06-2021;Femenino;De 18 a 25 años;Región Metropolitana;Semi Activo;Debito;23163;33378
22-06-2021;6;2021;Martes;ab1d7741;557;18276;3;10;9;10;6;Local 557;Locales;23-06-2021;Femenino;De 36 a 45 años;IX La Araucanía;Activo;Debito;1262;33431
13-06-2021;6;2021;Domingo;ab1d7742;544;11590;10;10;10;10;9;Local 544;Locales;14-06-2021;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Debito;12734;33587
09-06-2021;6;2021;Miercoles;ab1d7743;190;1547;1;9;8;9;9;Local 190;Locales;12-06-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;12311;33714
02-06-2021;6;2021;Miercoles;ab1d7744;100;8749;1;0;0;;6;ret_Local;Retiro en Tienda;04-06-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;2555;33791
01-06-2021;6;2021;Martes;ab1d7745;565;63718;13;10;;;;Compra Onl;Compra Online Despac;06-06-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;33801
15-06-2021;6;2021;Martes;ab1d7746;90;66174;6;10;8;;9;ret_Local;Retiro en Tienda;30-06-2021;Femenino;De 60 años y más;VI O'Higgins;Activo;Debito;17064;33841
11-06-2021;6;2021;Viernes;ab1d7747;282;1597;4;10;10;10;10;Local 282;Locales;12-06-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;9255;33870
22-06-2021;6;2021;Martes;ab1d7748;620;40169;2;10;10;10;10;Local 620;Locales;27-06-2021;Femenino;De 60 años y más;II Antofagasta;Activo;Debito;23670;34029
04-06-2021;6;2021;Viernes;ab1d7749;176;25869;2;10;10;;10;ret_Local;Retiro en Tienda;15-06-2021;Masculino;De 36 a 45 años;Región Metropolitana;Fugado;Debito;12105;34058
02-06-2021;6;2021;Miercoles;ab1d7750;452;16199;1;10;0;10;7;Local 452;Locales;03-06-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;5337;34061
29-06-2021;6;2021;Martes;ab1d7751;487;19699;1;4;2;10;8;Local 487;Locales;30-06-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;21619;34096
29-06-2021;6;2021;Martes;ab1d7752;115;28687;8;9;9;9;9;Local 115;Locales;30-06-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;23296;34120
17-06-2021;6;2021;jueves;ab1d7753;480;4998;2;6;3;10;6;Local 480;Locales;18-06-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;23185;34193
21-06-2021;6;2021;Lunes;ab1d7754;467;4479;1;8;9;10;9;Local 467;Locales;26-06-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;18956;34480
04-06-2021;6;2021;Viernes;ab1d7755;428;4399;1;10;10;10;10;Local 428;Locales;09-06-2021;Femenino;De 26 a 35 años;IV Coquimbo;Activo;Debito;1584;34514
10-06-2021;6;2021;jueves;ab1d7756;118;26262;3;10;9;10;10;Local 118;Locales;14-06-2021;Femenino;De 36 a 45 años;Región Metropolitana;Fugado;Debito;606;34534
24-06-2021;6;2021;jueves;ab1d7757;102;28262;2;7;7;9;9;Local 102;Locales;25-06-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;15134;34534
27-07-2021;7;2021;Martes;ab1d7758;434;14699;1;10;10;10;10;Local 434;Locales;01-08-2021;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Debito;22438;212
05-07-2021;7;2021;Lunes;ab1d7759;617;83738;6;10;;;;um_Local 6;�ltima Milla;07-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Fugado;Credito;4755;266
26-07-2021;7;2021;Lunes;ab1d7760;274;24550;2;5;3;8;7;Local 274;Locales;31-07-2021;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;6004;423
06-07-2021;7;2021;Martes;ab1d7761;556;13188;3;10;;;;um_Local 5;�ltima Milla;09-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;19127;497
19-07-2021;7;2021;Lunes;ab1d7762;388;33658;2;2;0;0;1;Local 388;Locales;21-07-2021;Femenino;De 36 a 45 años;XVI �uble;Semi Activo;Excedente;1547;525
26-07-2021;7;2021;Lunes;ab1d7763;143;16068;2;10;10;10;5;Local 143;Locales;31-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;19130;527
21-07-2021;7;2021;Miercoles;ab1d7764;379;26878;4;8;9;10;6;Local 379;Locales;22-07-2021;Femenino;De 46 a 60 años;VI O'Higgins;Activo;Excedente;4519;538
05-07-2021;7;2021;Lunes;ab1d7765;264;26260;5;5;6;6;6;Local 264;Locales;06-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;22608;700
28-07-2021;7;2021;Miercoles;ab1d7766;474;6149;1;9;8;6;8;Local 474;Locales;29-07-2021;Masculino;De 46 a 60 años;V Valparaíso;Semi Activo;Debito;9301;732
08-07-2021;7;2021;jueves;ab1d7767;475;37527;4;10;10;10;10;Local 475;Locales;09-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;18917;772
29-07-2021;7;2021;jueves;ab1d7768;269;16499;1;10;10;10;10;Local 269;Locales;31-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;22392;773
12-07-2021;7;2021;Lunes;ab1d7769;166;23449;3;7;10;10;10;Local 166;Locales;14-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;8751;840
05-07-2021;7;2021;Lunes;ab1d7770;495;11108;3;10;10;10;7;Local 495;Locales;10-07-2021;Femenino;De 26 a 35 años;XIV Los Ríos;Activo;Credito;18161;922
19-07-2021;7;2021;Lunes;ab1d7771;641;27587;3;10;9;10;10;Local 641;Locales;20-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;9291;980
06-07-2021;7;2021;Martes;ab1d7772;764;83251;42;5;7;7;7;Local 764;Locales;07-07-2021;Femenino;De 60 años y más;VI O'Higgins;Dormido;Efectivo;13659;1047
10-07-2021;7;2021;Sabado;ab1d7773;647;7412;2;10;10;10;10;Local 647;Locales;11-07-2021;Masculino;De 26 a 35 años;III Atacama;Activo;Debito;4876;1100
12-07-2021;7;2021;Lunes;ab1d7774;53;187699;24;6;8;10;4;Local 53;Locales;13-07-2021;Masculino;De 46 a 60 años;III Atacama;Activo;Debito;1941;1103
01-07-2021;7;2021;jueves;ab1d7775;135;13199;1;10;10;10;10;Local 135;Locales;06-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;4426;1157
15-07-2021;7;2021;jueves;ab1d7776;647;46297;3;10;10;10;10;Local 647;Locales;16-07-2021;Femenino;De 26 a 35 años;III Atacama;Activo;Debito;23691;1256
04-07-2021;7;2021;Domingo;ab1d7777;461;94505;14;10;10;10;10;Local 461;Locales;05-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;2354;1529
20-07-2021;7;2021;Martes;ab1d7778;347;3738;2;10;10;10;10;Local 347;Locales;21-07-2021;Femenino;De 60 años y más;VIII Biobío;Activo;Debito;6620;1533
15-07-2021;7;2021;jueves;ab1d7779;479;44107;3;10;10;10;10;Local 479;Locales;16-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;16429;1539
05-07-2021;7;2021;Lunes;ab1d7780;74;18416;6;10;10;10;10;Local 74;Locales;07-07-2021;Femenino;De 46 a 60 años;XIV Los Ríos;Activo;Debito;7882;1598
14-07-2021;7;2021;Miercoles;ab1d7781;395;9303;3;8;10;10;10;Local 395;Locales;15-07-2021;Femenino;De 36 a 45 años;V Valparaíso;Activo;Debito;11962;1755
09-07-2021;7;2021;Viernes;ab1d7782;648;23714;3;10;10;10;10;Local 648;Locales;12-07-2021;Femenino;De 18 a 25 años;Región Metropolitana;Semi Activo;Excedente;23141;1845
08-07-2021;7;2021;jueves;ab1d7783;348;41337;3;10;10;10;10;Local 348;Locales;09-07-2021;Femenino;De 18 a 25 años;XV Arica y Parinacota;Activo;Debito;2285;1866
19-07-2021;7;2021;Lunes;ab1d7784;451;4754;2;9;9;10;9;Local 451;Locales;20-07-2021;Femenino;De 60 años y más;X Los Lagos;Fugado;Efectivo;3225;2007
20-07-2021;7;2021;Martes;ab1d7785;291;61375;6;10;10;10;10;Local 291;Locales;21-07-2021;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;10820;2029
19-07-2021;7;2021;Lunes;ab1d7786;418;38289;1;10;10;;10;ret_Local;Retiro en Tienda;27-07-2021;Femenino;De 36 a 45 años;XVI �uble;Activo;Credito;6317;2064
15-07-2021;7;2021;jueves;ab1d7787;374;5444;2;10;10;10;10;Local 374;Locales;17-07-2021;Femenino;De 36 a 45 años;IX La Araucanía;Activo;Debito;787;2243
04-07-2021;7;2021;Domingo;ab1d7788;182;72136;7;10;10;10;10;Local 182;Locales;05-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;16730;2479
27-07-2021;7;2021;Martes;ab1d7789;469;46175;5;10;10;;10;ret_Local;Retiro en Tienda;28-07-2021;Femenino;De 46 a 60 años;V Valparaíso;Activo;Credito;3529;2578
15-07-2021;7;2021;jueves;ab1d7790;765;20616;4;10;10;10;10;Local 765;Locales;16-07-2021;Femenino;De 60 años y más;V Valparaíso;Semi Activo;Debito;16243;2627
22-07-2021;7;2021;jueves;ab1d7791;288;38377;5;10;10;10;10;Local 288;Locales;27-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Semi Activo;Credito;6913;2734
12-07-2021;7;2021;Lunes;ab1d7792;563;11988;3;10;10;10;10;Local 563;Locales;13-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;20141;2738
02-07-2021;7;2021;Viernes;ab1d7793;394;87416;18;9;10;7;10;Local 394;Locales;07-07-2021;Femenino;De 26 a 35 años;VII Maule;Activo;Debito;5097;2777
09-07-2021;7;2021;Viernes;ab1d7794;107;277059;1;10;10;10;10;Local 107;Locales;10-07-2021;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Efectivo;3628;2902
23-07-2021;7;2021;Viernes;ab1d7795;230;28246;4;9;10;;10;ret_Local;Retiro en Tienda;25-07-2021;Femenino;De 18 a 25 años;VI O'Higgins;Activo;Credito;13546;2906
14-07-2021;7;2021;Miercoles;ab1d7796;778;49034;2;9;9;9;10;Local 778;Locales;19-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Semi Activo;Debito;7664;3175
28-07-2021;7;2021;Miercoles;ab1d7797;119;16700;5;10;10;10;10;Local 119;Locales;30-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;15086;3185
01-07-2021;7;2021;jueves;ab1d7798;486;19724;1;10;10;10;10;Local 486;Locales;02-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1985;3201
04-07-2021;7;2021;Domingo;ab1d7799;589;17599;1;10;10;;10;ret_Local;Retiro en Tienda;06-07-2021;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Credito;22237;3216
09-07-2021;7;2021;Viernes;ab1d7800;564;74710;2;9;10;10;8;Local 564;Locales;14-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;9205;3310
10-07-2021;7;2021;Sabado;ab1d7801;383;84011;6;10;10;10;10;Local 383;Locales;12-07-2021;Masculino;De 36 a 45 años;I Tarapacá;Activo;Debito;12645;3364
14-07-2021;7;2021;Miercoles;ab1d7802;300;4976;3;10;10;10;10;Local 300;Locales;19-07-2021;Masculino;De 46 a 60 años;V Valparaíso;Activo;Excedente;12632;3592
14-07-2021;7;2021;Miercoles;ab1d7803;136;5249;1;10;10;10;10;Local 136;Locales;16-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;10861;3602
01-07-2021;7;2021;jueves;ab1d7804;569;276099;1;9;9;9;9;Local 569;Locales;02-07-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;14052;3705
19-07-2021;7;2021;Lunes;ab1d7805;272;3828;6;9;9;10;9;Local 272;Locales;21-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21002;3706
29-07-2021;7;2021;jueves;ab1d7806;639;37484;5;10;10;10;10;Local 639;Locales;30-07-2021;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Efectivo;23118;3797
09-07-2021;7;2021;Viernes;ab1d7807;434;34388;4;10;10;10;10;Local 434;Locales;14-07-2021;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Debito;15167;3864
08-07-2021;7;2021;jueves;ab1d7808;482;14197;3;10;10;10;10;Local 482;Locales;09-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;20209;3979
23-07-2021;7;2021;Viernes;ab1d7809;138;5249;1;4;5;4;5;Local 138;Locales;25-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;5706;4005
20-07-2021;7;2021;Martes;ab1d7810;220;56788;2;10;10;10;10;Local 220;Locales;21-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;17094;4021
22-07-2021;7;2021;jueves;ab1d7811;567;19878;2;1;2;2;2;Local 567;Locales;27-07-2021;Masculino;De 46 a 60 años;IV Coquimbo;Activo;Debito;14112;4115
30-07-2021;7;2021;Viernes;ab1d7812;469;22198;2;7;7;7;7;Local 469;Locales;02-08-2021;Femenino;De 46 a 60 años;V Valparaíso;Activo;Debito;11980;4174
16-07-2021;7;2021;Viernes;ab1d7813;437;40187;5;10;10;10;10;Local 437;Locales;17-07-2021;Femenino;De 36 a 45 años;IV Coquimbo;Activo;Debito;3833;4201
20-07-2021;7;2021;Martes;ab1d7814;751;26647;3;8;9;9;9;Local 751;Locales;25-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;11228;4277
25-07-2021;7;2021;Domingo;ab1d7815;163;1803;1;10;10;10;10;Local 163;Locales;26-07-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;7864;4301
05-07-2021;7;2021;Lunes;ab1d7816;275;26565;6;10;8;10;10;Local 275;Locales;06-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;11188;4312
19-07-2021;7;2021;Lunes;ab1d7817;94;65116;11;7;8;9;3;Local 94;Locales;20-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;22806;4496
03-07-2021;7;2021;Sabado;ab1d7818;467;1363;3;10;10;10;10;Local 467;Locales;09-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;5807;4533
13-07-2021;7;2021;Martes;ab1d7819;103;19866;3;2;4;5;5;Local 103;Locales;19-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;21921;4539
20-07-2021;7;2021;Martes;ab1d7820;125;17369;1;10;10;10;10;Local 125;Locales;21-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Dormido;Debito;4914;4541
07-07-2021;7;2021;Miercoles;ab1d7821;451;34044;13;9;0;;0;ret_Local;Retiro en Tienda;09-07-2021;Femenino;De 36 a 45 años;X Los Lagos;Activo;Excedente;20139;4622
15-07-2021;7;2021;jueves;ab1d7822;583;2490;1;10;10;10;10;Local 583;Locales;17-07-2021;Masculino;De 46 a 60 años;VIII Biobío;Activo;Debito;16264;4643
15-07-2021;7;2021;jueves;ab1d7823;573;3039;1;10;10;10;10;Local 573;Locales;19-07-2021;Femenino;De 46 a 60 años;IX La Araucanía;Fugado;Debito;21339;4697
03-07-2021;7;2021;Sabado;ab1d7824;51;64737;3;10;10;;10;ret_Local;Retiro en Tienda;06-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;17657;4742
03-07-2021;7;2021;Sabado;ab1d7825;435;24199;1;7;2;10;10;Local 435;Locales;08-07-2021;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Debito;15441;4780
08-07-2021;7;2021;jueves;ab1d7826;365;16999;1;10;10;10;10;Local 365;Locales;09-07-2021;Femenino;De 36 a 45 años;VII Maule;Activo;Debito;20122;4985
09-07-2021;7;2021;Viernes;ab1d7827;64;108797;3;9;10;9;10;Local 64;Locales;10-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;20621;5235
19-07-2021;7;2021;Lunes;ab1d7828;330;32959;3;4;3;;5;ret_Local;Retiro en Tienda;27-07-2021;Femenino;De 36 a 45 años;XVI �uble;Activo;Credito;3023;5255
03-07-2021;7;2021;Sabado;ab1d7829;83;12890;2;6;6;9;9;Local 83;Locales;04-07-2021;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Excedente;21655;5501
05-07-2021;7;2021;Lunes;ab1d7830;554;25362;3;10;10;10;10;Local 554;Locales;06-07-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Excedente;19486;5530
13-07-2021;7;2021;Martes;ab1d7831;341;3408;2;10;10;10;10;Local 341;Locales;14-07-2021;Masculino;De 18 a 25 años;VIII Biobío;Activo;Debito;5622;5547
15-07-2021;7;2021;jueves;ab1d7832;11;22538;2;10;10;10;10;Local 11;Locales;16-07-2021;Masculino;De 46 a 60 años;Región Metropolitana;Dormido;Excedente;11418;5558
06-07-2021;7;2021;Martes;ab1d7833;399;690;1;10;10;10;10;Local 399;Locales;07-07-2021;Masculino;De 18 a 25 años;X Los Lagos;Activo;Efectivo;21107;5631
27-07-2021;7;2021;Martes;ab1d7834;282;62595;36;9;9;9;9;Local 282;Locales;01-08-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21041;5632
12-07-2021;7;2021;Lunes;ab1d7835;781;17010;6;10;10;10;10;Local 781;Locales;13-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;20309;5670
14-07-2021;7;2021;Miercoles;ab1d7836;359;8080;4;9;10;10;10;Local 359;Locales;15-07-2021;Femenino;De 46 a 60 años;XI Aysén;Activo;Efectivo;23907;5736
14-07-2021;7;2021;Miercoles;ab1d7837;108;25150;2;9;6;;8;ret_Local;Retiro en Tienda;16-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;15947;5738
19-07-2021;7;2021;Lunes;ab1d7838;497;30666;8;3;8;;9;ret_Local;Retiro en Tienda;02-08-2021;Femenino;De 36 a 45 años;VIII Biobío;Activo;Credito;2119;5740
12-07-2021;7;2021;Lunes;ab1d7839;257;82245;12;10;10;10;10;Local 257;Locales;18-07-2021;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;8732;5769
28-07-2021;7;2021;Miercoles;ab1d7840;325;11200;6;10;10;10;10;Local 325;Locales;02-08-2021;Masculino;De 46 a 60 años;II Antofagasta;Activo;Efectivo;18602;6091
16-07-2021;7;2021;Viernes;ab1d7841;393;11099;1;10;10;10;10;Local 393;Locales;17-07-2021;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;4915;6411
30-07-2021;7;2021;Viernes;ab1d7842;776;21096;5;10;10;10;10;Local 776;Locales;06-08-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;13725;6443
06-07-2021;7;2021;Martes;ab1d7843;299;60213;7;10;10;10;9;Local 299;Locales;08-07-2021;Femenino;De 18 a 25 años;II Antofagasta;Activo;Credito;21023;6557
18-07-2021;7;2021;Domingo;ab1d7844;418;24798;2;9;3;10;9;Local 418;Locales;20-07-2021;Femenino;De 18 a 25 años;XVI �uble;Fugado;Debito;6317;6592
14-07-2021;7;2021;Miercoles;ab1d7845;608;6988;2;10;10;10;10;Local 608;Locales;15-07-2021;Femenino;De 60 años y más;Región Metropolitana;Dormido;Debito;23045;6640
09-07-2021;7;2021;Viernes;ab1d7846;51;52277;5;10;10;10;10;Local 51;Locales;14-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;23280;6826
15-07-2021;7;2021;jueves;ab1d7847;595;13753;4;7;5;7;4;Local 595;Locales;21-07-2021;Femenino;De 46 a 60 años;V Valparaíso;Dormido;Debito;8586;6862
01-07-2021;7;2021;jueves;ab1d7848;210;22515;6;4;8;8;7;Local 210;Locales;02-07-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;21324;6895
18-07-2021;7;2021;Domingo;ab1d7849;132;8988;4;10;;;;Santiago;Compra Telefónica;19-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21846;7098
08-07-2021;7;2021;jueves;ab1d7850;428;2713;1;5;0;10;10;Local 428;Locales;09-07-2021;Masculino;De 46 a 60 años;IV Coquimbo;Activo;Efectivo;19521;7125
10-07-2021;7;2021;Sabado;ab1d7851;394;24657;4;9;10;10;10;Local 394;Locales;11-07-2021;Masculino;De 36 a 45 años;VII Maule;Activo;Excedente;5107;7248
14-07-2021;7;2021;Miercoles;ab1d7852;40;25598;2;10;10;10;6;Local 40;Locales;18-07-2021;Masculino;De 26 a 35 años;V Valparaíso;Activo;Efectivo;21108;7565
16-07-2021;7;2021;Viernes;ab1d7853;132;26573;2;5;;;;Santiago;Compra Telefónica;17-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;21846;7693
16-07-2021;7;2021;Viernes;ab1d7854;220;9788;2;10;10;10;10;Local 220;Locales;21-07-2021;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;22560;7831
22-07-2021;7;2021;jueves;ab1d7855;405;40952;8;10;9;10;10;Local 405;Locales;23-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;23163;7925
07-07-2021;7;2021;Miercoles;ab1d7856;54;10413;1;10;10;10;10;Local 54;Locales;08-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;11426;8057
14-07-2021;7;2021;Miercoles;ab1d7857;753;67374;4;10;10;10;10;Local 753;Locales;15-07-2021;Femenino;De 18 a 25 años;VII Maule;Activo;Debito;8785;8374
14-07-2021;7;2021;Miercoles;ab1d7858;541;9227;5;3;6;7;10;Local 541;Locales;15-07-2021;Masculino;De 60 años y más;V Valparaíso;Activo;Credito;21109;8542
03-07-2021;7;2021;Sabado;ab1d7859;285;5148;4;10;9;9;9;Local 285;Locales;04-07-2021;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;22725;8595
29-07-2021;7;2021;jueves;ab1d7860;299;91493;5;9;9;9;10;Local 299;Locales;31-07-2021;Masculino;De 60 años y más;II Antofagasta;Activo;Credito;16587;8598
21-07-2021;7;2021;Miercoles;ab1d7861;772;48884;6;10;10;10;10;Local 772;Locales;28-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;16658;8672
19-07-2021;7;2021;Lunes;ab1d7862;554;48399;1;10;10;;10;ret_Local;Retiro en Tienda;20-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;14723;8778
31-07-2021;7;2021;Sabado;ab1d7863;259;8854;10;10;10;10;10;Local 259;Locales;06-08-2021;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;9318;8800
17-07-2021;7;2021;Sabado;ab1d7864;349;2999;2;10;10;10;10;Local 349;Locales;22-07-2021;Masculino;De 46 a 60 años;X Los Lagos;Activo;Efectivo;5751;8866
10-07-2021;7;2021;Sabado;ab1d7865;471;213704;31;10;10;10;10;Local 471;Locales;11-07-2021;Femenino;De 46 a 60 años;IX La Araucanía;Activo;Debito;2320;9110
17-07-2021;7;2021;Sabado;ab1d7866;780;14385;3;10;10;10;10;Local 780;Locales;18-07-2021;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;20312;9187
19-07-2021;7;2021;Lunes;ab1d7867;67;1402;3;10;10;10;8;Local 67;Locales;20-07-2021;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;22804;9192
10-07-2021;7;2021;Sabado;ab1d7868;781;11198;2;10;10;10;10;Local 781;Locales;15-07-2021;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;20309;9302
19-07-2021;7;2021;Lunes;ab1d7869;324;40215;1;9;10;10;10;Local 324;Locales;21-07-2021;Femenino;De 60 años y más;VII Maule;Activo;Debito;7869;9358
19-07-2021;7;2021;Lunes;ab1d7870;262;36607;4;8;6;10;8;Local 262;Locales;20-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;8200;9397
21-07-2021;7;2021;Miercoles;ab1d7871;192;14658;2;9;10;10;10;Local 192;Locales;27-07-2021;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Efectivo;6425;9401
10-07-2021;7;2021;Sabado;ab1d7872;488;8696;2;10;10;10;10;Local 488;Locales;11-07-2021;Masculino;De 60 años y más;V Valparaíso;Activo;Efectivo;4253;9437
